architecture,name,description,category,link,tipo_arquitectura,services
jg85DzUZ9Ac,Veritiv: Enable Insights to Forecast Sales Demand on AWS Data Lakes,"Veritiv: in-facility services, packaging, print, publishing, supply chain management
    System: analyze invoices
    CompanyDataStream stores sales data at invoice level
    Benefit of using AWS: use available services without cost in dev; solutions can be quickly delivered; great performance
    Future: use more cloud; use cloudformation to automate and move closer to devops; sagemaker / ml workload
    DataLake: (assumption) S3 buckets because they say that s3 buckets have triggers.",data_ingestion,https://www.youtube.com/watch?v=jg85DzUZ9Ac,,"['Lambda', 'RedShift', 'DMS', 'S3', 'SQS', 'UserCompanyDataStream', 'VPN', 'DynamoDB']"
acm-HWJhEOA,Careem: Identity Based Fraud Detection Using Neptune and Neptune ML,"Ride share company.
blanket approach to find all kind of frauds. 
Historical data in S3. 
GraphDB - representation of all the users. 
Neptune - because fully managed by AWS
Rule based approach of fraud detection with 90% precision
High value customers are monitored manually as they don't want to risk with 90% precision
Blocked about 35000 bad actors
Graph data can be used by downstream tasks for ML
Future plans - use ML, Replace rules with Neptune ML, increase precision and get rid of manual process
Wishlist from AWS - Neptune ML to make use of edge properties for DL",data_ingestion,https://www.youtube.com/watch?v=acm-HWJhEOA,,"['EMR', 'S3', 'UserCompanyDataStream', 'Neptune', 'SQS', 'BeanStalk', 'UserCompanyAPI', 'RDS']"
DnTQ3matqts,ecofit: Responsive Lambda-based Microservices at Scale (LIVE),"Platform to fitness club for their equipment utilization/maintenance/purchasing decisions.
    IoT systems have specific concerns of sensors going offline.","data_ingestion,interactive",https://www.youtube.com/watch?v=DnTQ3matqts,Edge,"['Lambda', 'IoTCore', 'Cognito', 'Greengrass', 'UserConsumerEdge', 'Timestream', 'SQS', 'UserConsumerMobile', 'ApiGateway']"
vdujJAab1LM,ShopFully International Group: Serverless Global Log Ingestion  Analytics System Italian,"Processing logs from different parts of the world.
    Per day: 3M users, 30M events, 50GB data.",data_ingestion,https://www.youtube.com/watch?v=vdujJAab1LM,Edge,"['Lambda', 'Glue', 'S3', 'Firehose', 'LambdaAtEdge', 'CloudFront', 'UserConsumerMobile', 'Athena', 'KinesisAnalytics']"
bikXzsVihF4,United Airlines: How to Use AWS Backup to Protect Data from Ransomware Events,"300 Applications back up is done300 PB of dataSupport backup from different storage systems like volume backup, dynamo etc",other,https://www.youtube.com/watch?v=bikXzsVihF4,,"['CloudFormation', 'ThirdParty', 'StepFunctions', 'IAM', 'EventBridge', 'CloudTrail', 'QuickSight']"
8TExnSvZqt0,AxiomSL's RegCloud®️: Secure & Scalable Risk & Regulatory Reporting on AWS,"Financial risk and reporting no-code platform (SaaS).
    [INFRASTRUCTURE AS CODE]
    An instance (per environment, per client) of application stack consists of single-tenant RDS and RedShift.
    Use Terraform for IaC, Jenkins for CI, Ansible for config.
    Mention Redshift has smaller [RA3 nodes](https://aws.amazon.com/redshift/features/ra3/) to allow independent scaling of storage vs. compute; also use spectrum.
    Interesting workload mentioned: regulators often asks for MIS on historical data, which is short-notice, and require quick turnaround time without data unarchive.
    Mention separate OLTP (on RDS) and OLAP (on Redshift); need to work around Redshift's inherent table limit design.
    Mention [RegCloud](https://aws.amazon.com/solutions/consulting-offers/axiomsl-regcloud-controllerview-onaws/).
    The video is too high-level to have useful info in the graph.",other,https://www.youtube.com/watch?v=8TExnSvZqt0,,"['RedShift', 'CloudWatch', 'S3', 'ECS', 'AWSConfig', 'KMS', 'SecurityHub', 'GuardDuty', 'AMI', 'CloudTrail', 'RDS']"
k7h0jpLcWdE,Carano Software Solutions: Accelerate Adoption of Microservices with Serverless,Time to market was there main driver for moving to cloud. Cloud helps them ship faster.,interactive,https://www.youtube.com/watch?v=k7h0jpLcWdE,,"['Lambda', 'S3', 'ECS', 'SQS', 'UserConsumerWeb', 'SNS', 'ApiGateway', 'DynamoDB']"
H51Ups01ZpU,AT&T: Bringing IoT to the Enterprise,Connection security using TLS/X509 certificate based authentication. bundling the price for all the AWS services used - Easy cost calculations for customers. Simple and flexible. use of LTE-M to connect to the cloud.,interactive,https://www.youtube.com/watch?v=H51Ups01ZpU,Edge,"['Lambda', 'IoT1Click', 'UserConsumerIOT', 'SES', 'SNS', 'DynamoDB']"
O11BgSm7V14,HeyJobs: Moving to a Serverless Data Platform to Process and Enrich Over 3 Million Records a Day,"3M records a day. Pull data from 3rd party APIs using Cron jobs on EventBridge.
Cost savings: 30%. ECS containers duplicate and pull the data from Aurora.",data_ingestion,https://www.youtube.com/watch?v=O11BgSm7V14,,"['Lambda', 'EventBridge', 'ECS', 'SQS', 'Aurora', 'UserConsumerWeb', 'SNS', 'SageMaker']"
rPGLNw1cOGM,3M: Parallel Serverless Workflows for Materials Science,"- Uses 2 different lambdas for different kinds of users: first for web users, second for providing graphQL programmatic access.",interactive,https://www.youtube.com/watch?v=rPGLNw1cOGM,Edge+HPC,"['Lambda', 'UserCompanyAnalyst', 'Aurora', 'CloudFront', 'UserConsumerWeb', 'DynamoDB']"
illMCyp4O9A,Enel: Management and Analysis of Meters Data Italian,,data_ingestion,https://www.youtube.com/watch?v=illMCyp4O9A,Edge,"['UserCompanyAPI', 'ThirdParty', 'Kinesis', 'RedShift', 'S3', 'UserConsumerEdge', 'SQS', 'BeanStalk', 'EC2', 'DynamoDB']"
9LhiUsg3knw,Musixmatch: How Content is Generated by Users Italian,"Musixmatch has an interesting function. They gather data (feedback) from users to gather lyrics for songs and also sync them with music.
    The architecture describes how they perform this process of generating content from users.
    A user initiates the feedback process and based on the feedback, some 'tasks' are generated.
    These tasks are delivered to either company internal experts, other users, or artists based on their type.
    The response to these tasks generates more feedback and/or tasks, so the loop continues and the system gains more and more data about music/lyrics/etc.
    Unfortunately a lot of components are disconnected in the graph which makes it hard to understand.","data_ingestion,compute_intensive",https://www.youtube.com/watch?v=9LhiUsg3knw,,"['Lambda', 'UserConsumerArtist', 'RedShift', 'CouchBase', 'Fargate', 'AppSync', 'UserCompanyDomainExpert', 'Aurora', 'UserConsumerMobile', 'EC2', 'DynamoDB']"
m8CBJEyHKIM,Dream11: Building a Cost Effective Compute Model for Scaling Microservices,"Sports gaming platform. 70M users, 4M daily active users, 2.7M at peak.
Reply on AutoScaling policies to create compute instances (denoted as ""ASG"", i.e. Auto Scaling Group) both spot and on-demand.
Separate storage and compute. All states are stored in S3 (not not shown in graph!).
The video skips many details.
Future work: use containers and Kubernetes.
It is interesting that the architecture not just uses the service-provide policies to create compute instances, but also uses a Lambda to customize the workload estimation for provision.",compute_intensive,https://www.youtube.com/watch?v=m8CBJEyHKIM,,"['Lambda', 'CloudWatch', 'NLB', 'AutoScaling', 'UserConsumerMobile', 'EC2']"
lA0lAgN0hTI,Irdeto: Multi DRM Solution with Kubernetes on Amazon EC2 and Amazon RDS,"The graph details don't quite fit the model we are following.
    Digital Rights Management System
    Owner of video/audio content can encrypt and securely pass the key to the user.
    User downloads/selects a video from the operator's web/app.
    Irdeto Control checks what exact entitlements and licenses are required. Send those to the user.",interactive,https://www.youtube.com/watch?v=lA0lAgN0hTI,,"['UserConsumerWeb', 'EC2', 'ThirdParty', 'RDS']"
JG5p-i8Cr2E,ZS Associates: Building a SelfService Enterprise Data Engineering Platform,Millions of API requests every month and 100s of data access requests per month. Platform services are running on EKS and the application logic in EMR. Data governance automation reduced the time to market. Reduction in time for building data engineering pipelines by 30-40%. Cost controlling using auto scaling capabilities.,control,https://www.youtube.com/watch?v=JG5p-i8Cr2E,,"['EMR', 'IAM', 'Glue', 'S3', 'SQS', 'UserCompanyDeveloper', 'SES', 'EKS', 'EC2', 'RDS']"
zhCNn7v7mvs,CM Group: Building an Available Scalable Reliable Email Delivery System,"Email marketing company. This video is about email delivery subsystem.
    Billions of messages per year, 8-10M messages/hour at peak.
    Using ElasticCache for queues; Why not SQS? -> Legacy reasons, intend to move to SQS.
    EC2 are not autoscaling, but can scale on-demand.
    Use EC2 instead of Lambda or containers: As an email service, need extreme reliability; email must be delivered exactly once. Also mention performance reasons.
    Aurora and S3 are under different accounts than others; others can be deployed in different regions.",interactive,https://www.youtube.com/watch?v=zhCNn7v7mvs,,"['NLB', 'S3', 'UserConsumerAPI', 'Firehose', 'Aurora', 'EC2', 'ElastiCache']"
S-JSSZZaa94,Samsung Health: Scaling Mobile Application Development with Amazon EKS,35000 requests per second from all over the world. why containers? improved cloud usage. previously build application binary files and then deployed.why EKS? no need of setting up plane. multiple AZs so high availability. 15 applications on each cluster. multiple services on each application. prometheus for application monitoring. cloud watch for infra.,interactive,https://www.youtube.com/watch?v=S-JSSZZaa94,,"['ThirdParty', 'NLB', 'CloudWatch', 'XRay', 'EKS', 'UserConsumerMobile', 'ApiGateway']"
zmJ7rL1iQBY,Fidelity Investments: Using Containers at Scale with Amazon EKS,"This video explains how the company manages its large EKS clusters and allows multiple internal teams to share.
    EKS Manager: (internal tool) does cluster provisioning, deploys daemonsets, manages compute/network/storage resources of the cluster.
    Bootstrapper: (internal tool) namespace manager allowing sharing of a large cluster by multiple teams, identity and authentication.
    EKS Connect: (internal tool) wrapper on top of EKS for easy interaction",control,https://www.youtube.com/watch?v=zmJ7rL1iQBY,,['EKS']
AzM_d7ZvzUE,Epsagon: Automatically Tracing and Analyzing Billions of AWS Serverless Events,Monitoring company100s of 1000s of Lambdas are monitored and only the data required to monitor Lambdas is persisted,data_ingestion,https://www.youtube.com/watch?v=AzM_d7ZvzUE,,"['Lambda', 'Kinesis', 'Glue', 'S3', 'Firehose', 'Aurora', 'Athena', 'DynamoDB']"
c6yBZBMwtLk,RSI: Affordably Modernizing Audio and Video Content Management Italian,Video describes pipeline for capturing and processing incoming video data. It also describes pipeline for editting the videos.,"data_ingestion,compute_intensive",https://www.youtube.com/watch?v=c6yBZBMwtLk,Edge,"['S3', 'MediaPackage', 'DynamoDB', 'MAM', 'MediaConvert', 'ElementalLive', 'UserCompanyElementalLiveDevice', 'ApiGateway', 'StepFunctions']"
vp2Ipv2_uCg,American Heart Assoc: 100 years of Content is Discoverable with Serverless & AI on AWS,"IT for infra and business folks to train the botKinesis - so the data can be pushed into lot of analytics toolsAnalytics to improve customer experienceLex provides omni-channel experience to deliver the content via multiple channels like Facebook Messenger, SlackLex over alexa to overcome accent challengesSeparation of bot which lex provides and the web pages to show more additional information",data_ingestion,https://www.youtube.com/watch?v=vp2Ipv2_uCg,Edge,"['Lambda', 'Kinesis', 'S3', 'Lex', 'UserConsumerAlexaGoogleHome', 'Polly', 'Athena', 'OpenSearch', 'ApiGateway']"
QJZHs1CSxu0,Define Media: How Define Media Places Ads with Low Latency Using Sophisticated Machine Learning,"Training neural network on the cloud.
    The input data is users interaction with their webpage and corresponding ads.",compute_intensive,https://www.youtube.com/watch?v=QJZHs1CSxu0,,"['Lambda', 'S3', 'SQS', 'EKS', 'UserConsumerMobile', 'DynamoDB']"
IP03SkGbP-U,Astana International Exchange: Running a Stock Exchange in the Cloud,"Deployed in 2 regions for high availability (crucial for stock market). Failover process takes 30 sec and 2-3 min with business approvals; upon failover, rounte53 send all traffic to the second region. This video describes how they achieved HA rather than explaining the request flow. Not replicating anything in Dynamo as they use global tables (already present across multiple regions). EC2 replication using lifecycle manager. RDS Replication using replica service. ECS replication using ECR by maintaining same image versions in another region.",interactive,https://www.youtube.com/watch?v=IP03SkGbP-U,,"['ECS', 'ALB', 'DynamoDB', 'Route53', 'ECR', 'UserConsumerWeb', 'EC2', 'RDS']"
_EPfIJnBCoM,PayGo: Leveraging Smart Meters to Help Customers Conserve Energy!,"Utility payment company.
    Use database features that RDS didn't support at that time; the only option at that time was running SQL server on Windows inside EC2.
    Plan to move SQL server on Windows to native RDS.",interactive,https://www.youtube.com/watch?v=_EPfIJnBCoM,,"['ThirdParty', 'S3', 'ELB', 'UserConsumerMobile', 'EC2']"
kHPGZOpbnok,"Ookla: Speedtest Intelligence Process 4,000 Reports per Second While Providing Near Real-time Insights",4000 reports per second. 24 hours retention in kinesis. Kinesis: robust scale. 5 petabytes in S3 datalake.,data_ingestion,https://www.youtube.com/watch?v=kHPGZOpbnok,,"['Lambda', 'Kinesis', 'RedShift', 'S3', 'Firehose', 'Athena', 'UserConsumerWeb', 'RDS']"
